父点名称	父点bid	子点类型	子点名称	子点bid
云南民族村	10424561557801501908	景点	山涛陶艺工作室	11100053298524691411
云南民族村	10424561557801501908	休闲广场	太阳历广场	11245535841601209899
云南民族村	10424561557801501908	服装	文飞民族服饰	11333492273783559237
云南民族村	10424561557801501908	停车场	云南民族村-停车场	11347599491185122660
云南民族村	10424561557801501908	景点	迎宾塔	11351628368739568683
云南民族村	10424561557801501908	礼品店	萨瓦迪卡泰国工艺品专卖店	11372753038558522023
云南民族村	10424561557801501908	景点	蝴蝶园博物馆	11442637101690920259
云南民族村	10424561557801501908	公共厕所	公厕	11453615846120645978
云南民族村	10424561557801501908	景点	孔雀园	11506533208926497291
云南民族村	10424561557801501908	滇菜	民族餐厅	11547802404794499417
云南民族村	10424561557801501908	化妆品	云南植物精油馆	11701978937980125435
云南民族村	10424561557801501908	公共厕所	公厕	11737466151648152773
云南民族村	10424561557801501908	珠宝饰品	云南黄龙玉馆	1197935173646442495
云南民族村	10424561557801501908	景点	拉祜族寨	12340492513777806226
云南民族村	10424561557801501908	烟酒	酒歌楼	12483224053543216012
云南民族村	10424561557801501908	景点	藏族村	12554232356404649206
云南民族村	10424561557801501908	快餐	白族风味小吃	12563525989378428043
云南民族村	10424561557801501908	珠宝饰品	钰满天下	1258050767730769919
云南民族村	10424561557801501908	土特产	名优土特产	12681657015997072508
云南民族村	10424561557801501908	景点	泼水亭	12940156204231521012
云南民族村	10424561557801501908	戏院	大象表演场	12955441683767717679
云南民族村	10424561557801501908	出入口	云南民族村-西门	12981898894477595160
云南民族村	10424561557801501908	景点	德昂寨佛寺	12984686954447125458
云南民族村	10424561557801501908	景点	傈僳族寨	13311909878327880598
云南民族村	10424561557801501908	珠宝饰品	壮乡特产	13389040984951514166
云南民族村	10424561557801501908	停车场	云南民族村-停车场	1340014708588575352
云南民族村	10424561557801501908	景点	观光直升机	13449982032488257854
云南民族村	10424561557801501908	景点	佤族文化楼	13501934250478168565
云南民族村	10424561557801501908	景点	目瑙示栋	13615603040074996308
云南民族村	10424561557801501908	景点	回族村	13628762241927289967
云南民族村	10424561557801501908	乐器行	乐器制作坊	13628994413597781639
云南民族村	10424561557801501908	景点	水族寨	13680445332975362277
云南民族村	10424561557801501908	景点	圣水亭	13685485752327916455
云南民族村	10424561557801501908	休闲娱乐	滇池大舞台	13907342545311699998
云南民族村	10424561557801501908	鞋子	绣花鞋	14221998564045099284
云南民族村	10424561557801501908	小吃	民族风味小吃	14248939068334768974
云南民族村	10424561557801501908	公安局	海埂街道管理处综合应急救援分队	14261546478969973743
云南民族村	10424561557801501908	景点	允雁塔	14290337668097043339
云南民族村	10424561557801501908	休闲广场	葫芦广场	14430986224571481406
云南民族村	10424561557801501908	景点	德昂族寨	14453003098627400823
云南民族村	10424561557801501908	礼品店	剑川木雕手工坊	14600064134566039909
云南民族村	10424561557801501908	停车场	云南名族村停车场	14729030177169141686
云南民族村	10424561557801501908	珠宝饰品	南诏地矿珍宝	14895255262620550410
云南民族村	10424561557801501908	出入口	云南民族村-正侧门	14950132001389845488
云南民族村	10424561557801501908	生活服务	云南民族村办公区域	15011963012799468068
云南民族村	10424561557801501908	景点	摩梭之家	15044018014124451815
云南民族村	10424561557801501908	礼品店	纳西族工艺品	15368446760173775032
云南民族村	10424561557801501908	购物	大理格调	15610599645002236043
云南民族村	10424561557801501908	景点	苗寨教堂	15685331830633050116
云南民族村	10424561557801501908	景点	风雨桥	15689910434392467543
云南民族村	10424561557801501908	景点	土主庙	15739740486322033577
云南民族村	10424561557801501908	公共厕所	公厕	15762717145193755125
云南民族村	10424561557801501908	滇菜	羊汤锅	15770528779609525941
云南民族村	10424561557801501908	冰淇淋	鲜果冷饮吧	15779693876331912533
云南民族村	10424561557801501908	景点	民俗展示楼	15982206166632801832
云南民族村	10424561557801501908	珠宝饰品	翡翠木雕展馆	16073826652763781069
云南民族村	10424561557801501908	休闲广场	鬼神广场	16118131593245225960
云南民族村	10424561557801501908	景点	景颇族寨	16261852575089176907
云南民族村	10424561557801501908	购物	藏族工艺品	1631312906096824164
云南民族村	10424561557801501908	茶座	德昂茶文化楼	16437213540664508187
云南民族村	10424561557801501908	礼品店	寸氏手工坊	16562834819348570421
云南民族村	10424561557801501908	景点	独龙族寨	16571340414878158172
云南民族村	10424561557801501908	景点	昊天阁	16664307460787976928
云南民族村	10424561557801501908	景点	哈尼族树皮衣工艺传人僾伲人张树皮制作陈列	16677654778179933199
云南民族村	10424561557801501908	公共厕所	公厕	16886886492515244642
云南民族村	10424561557801501908	景点	茶文化大观园	16912246225863559619
云南民族村	10424561557801501908	出入口	云南民族村-东北门	17061891300377787799
云南民族村	10424561557801501908	购物	南圀大诏	17355781037879728753
云南民族村	10424561557801501908	艺术团	昆明滇池国家旅游度假区云南民族村高原艺术团	17564472682920044599
云南民族村	10424561557801501908	停车场	云南民族村停车场	17670258512518709247
云南民族村	10424561557801501908	出入口	云南民族村-东侧门	17803367422094417204
云南民族村	10424561557801501908	景点	金明乐作坊	17849807510555440588
云南民族村	10424561557801501908	休闲广场	民族团结文化广场	17886288614177697270
云南民族村	10424561557801501908	停车场	云南民族村-停车场	17928151244906905723
云南民族村	10424561557801501908	出入口	云南民族村-南门	17992844289121452031
云南民族村	10424561557801501908	出入口	云南民族村-北门	17992844293416419327
云南民族村	10424561557801501908	景点	龙门索道滇池站	17992844310596288511
云南民族村	10424561557801501908	休闲广场	日月广场	18080696043835499683
云南民族村	10424561557801501908	景点	苗族村	18185862124376739466
云南民族村	10424561557801501908	茶座	三七花茶	18364122392415569430
云南民族村	10424561557801501908	公共厕所	公厕	1843865045271564662
云南民族村	10424561557801501908	其他	云南民族村-票务服务(黄金海岸别墅南)	191019710381403246
云南民族村	10424561557801501908	土特产	云南民族特产	1917468820141532740
云南民族村	10424561557801501908	景点	纳西族村	2752880982321049107
云南民族村	10424561557801501908	休闲广场	云南民族村广场	2799634362396644344
云南民族村	10424561557801501908	中餐馆	僾伲人家	2809208307199647543
云南民族村	10424561557801501908	乐器行	专业葫芦丝巴鸟专卖	2820952219126144827
云南民族村	10424561557801501908	景点	怒族寨	2930430787332048822
云南民族村	10424561557801501908	副食品	建民副食店	2936722990139342864
云南民族村	10424561557801501908	景点	跑马场	3002001937130924553
云南民族村	10424561557801501908	礼品店	云尚坊	3034157777292457544
云南民族村	10424561557801501908	礼品店	竹艺天下	3150757567586622974
云南民族村	10424561557801501908	景点	海河神祠	3163074816032777799
云南民族村	10424561557801501908	景点	满族院	3281256440568008440
云南民族村	10424561557801501908	公共厕所	公厕	3342346632313760229
云南民族村	10424561557801501908	景点	花马坊	3417116893205531531
云南民族村	10424561557801501908	景点	基诺族寨	3479346891020467576
云南民族村	10424561557801501908	休闲广场	刀杆广场	3499796663445532629
云南民族村	10424561557801501908	茶座	白族花园茶社	3525120093195594203
云南民族村	10424561557801501908	快餐	糯米粑粑	3583698771891839679
云南民族村	10424561557801501908	停车场	云南民族村-停车场	3622120575460974246
云南民族村	10424561557801501908	快餐	云南风味小吃	3822096133751589888
云南民族村	10424561557801501908	景点	振兴云茶会盟碑	3918787635502586107
云南民族村	10424561557801501908	景点	瑶族寨	3967037701996381441
云南民族村	10424561557801501908	景点	阿着底绣姑坊	4110412038104543705
云南民族村	10424561557801501908	茶叶	云南民族村云南普洱茶	4143318977127596464
云南民族村	10424561557801501908	公共厕所	公厕	415518515527806922
云南民族村	10424561557801501908	茶叶	大石桥茶坊	42547698337167960
云南民族村	10424561557801501908	展览馆	纳西古乐宫	4262796146484957954
云南民族村	10424561557801501908	景点	布朗族寨	4279385673854517450
云南民族村	10424561557801501908	景点	射弩场	4327236788560232948
云南民族村	10424561557801501908	景点	彝族村	434312588398688686
云南民族村	10424561557801501908	滇菜	怒族石板烤粑粑	4491940633068977647
云南民族村	10424561557801501908	邮局	中国邮政	449927329566993631
云南民族村	10424561557801501908	公共厕所	公厕	4585132592095921776
云南民族村	10424561557801501908	景点	蒙古族村	4608978933606858021
云南民族村	10424561557801501908	景区售票处	云南民族村-北门售票处	4672802506514645343
云南民族村	10424561557801501908	景点	娱乐溜索	4675032716094559889
云南民族村	10424561557801501908	裁缝店	多依河绣坊	4691125265574067221
云南民族村	10424561557801501908	景点	四方街	4780047330442795510
云南民族村	10424561557801501908	景点	白族三塔	4812173629287074481
云南民族村	10424561557801501908	烧烤	大理民间烧烤	4945003060875803550
云南民族村	10424561557801501908	生活服务	云南民族村-游览车服务中心	5010950324080364398
云南民族村	10424561557801501908	茶座	大理三道茶	5082286254386592839
云南民族村	10424561557801501908	休闲广场	花杆广场	5223268592746410576
云南民族村	10424561557801501908	公共厕所	公厕	5277489832248543689
云南民族村	10424561557801501908	购物	豪山银铜器	576936609386562080
云南民族村	10424561557801501908	中餐馆	米酒鸡肉烂饭	5811018588123723878
云南民族村	10424561557801501908	景点	李燕军手工艺坊	5833405221361426691
云南民族村	10424561557801501908	服装	民族手工服饰专卖店	5834842083572479500
云南民族村	10424561557801501908	购物	孔雀窝	6071291274834107527
云南民族村	10424561557801501908	快餐	核桃铺	6108419129458478459
云南民族村	10424561557801501908	公共厕所	公厕	6111713693373479763
云南民族村	10424561557801501908	景点	白族村	615881942021554146
云南民族村	10424561557801501908	茶座	摩梭风味酥油茶	6180811638397788073
云南民族村	10424561557801501908	茶座	云南民族村普洱留香茶艺馆	6251261636862300970
云南民族村	10424561557801501908	公共厕所	公厕	6254150680660860817
